question_id,subject,bloom_level,question_text,question_length,mean_score,std_dev,pass_rate,discrimination_index,difficulty_label
Q4204,Physics,Create,Design an experiment to measure wave motion accurately.,8,29.24,16.53,0.19,0.56,Hard
Q4205,Mathematics,Create,Develop a solution strategy for number theory that minimizes errors.,10,48.35,14.31,0.48,0.45,Hard
Q4206,Mathematics,Understand,Summarize the key principles of trigonometry.,6,83.94,6.72,0.81,0.28,Easy
Q4207,Biology,Evaluate,Assess the impact of mutations on natural selection.,8,68.6,15.98,0.53,0.54,Medium
Q4208,Biology,Apply,Apply your knowledge of DNA replication to explain the given case study.,12,67.95,12.58,0.67,0.33,Easy
Q4209,Computer Science,Remember,What does dynamic programming stand for?,6,57.61,8.3,0.66,0.49,Easy
Q4210,Physics,Create,Formulate a hypothesis about relativity based on the data.,9,59.45,14.35,0.54,0.46,Medium
Q4211,Computer Science,Analyze,Compare TCP/IP protocol and binary trees in terms of performance.,10,68.06,14.42,0.55,0.53,Medium
Q4212,Computer Science,Analyze,Analyze the time complexity of recursion.,6,41.86,16.33,0.11,0.8,Hard
Q4213,Biology,Evaluate,Judge the effectiveness of DNA replication as a defense mechanism.,10,22.46,17.58,0.25,0.7,Hard
Q4214,Biology,Create,Construct a phylogenetic tree based on natural selection.,8,69.55,10.7,0.63,0.37,Medium
Q4215,Mathematics,Analyze,Differentiate between differential equations and integration with examples.,8,23.98,12.71,0.38,0.57,Hard
Q4216,Computer Science,Remember,What does dynamic programming stand for?,6,65.62,17.22,0.58,0.37,Easy
Q4217,Mathematics,Apply,Apply graph theory to determine the missing variable.,8,52.36,17.71,0.49,0.45,Medium
Q4218,Biology,Apply,Demonstrate how protein synthesis affects the survival of the organism.,10,52.9,11.44,0.71,0.34,Medium
Q4219,Biology,Analyze,Break down the molecular mechanisms of genetic mutation.,8,74.47,7.25,0.99,0.14,Easy
Q4220,Mathematics,Analyze,Analyze the relationship between integration and statistics.,7,47.47,17.89,0.53,0.36,Medium
Q4221,Biology,Create,Formulate a research question about DNA replication in the context of disease.,12,50.47,10.37,0.49,0.35,Hard
Q4222,Physics,Create,Formulate a hypothesis about thermodynamics based on the data.,9,30.58,16.01,0.25,0.65,Hard
Q4223,Computer Science,Apply,Apply TCP/IP protocol to solve the given computational problem.,9,57.43,14.41,0.47,0.53,Medium
Q4224,Physics,Evaluate,Evaluate the impact of momentum on energy conservation.,8,73.64,4.62,0.84,0.26,Medium
Q4225,Computer Science,Analyze,Differentiate between binary trees and recursion.,6,52.13,11.9,0.7,0.45,Medium
Q4226,Mathematics,Evaluate,Assess the limitations of trigonometry in real-world applications.,8,22.09,10.56,0.14,0.59,Hard
Q4227,Physics,Create,Formulate a hypothesis about electromagnetism based on the data.,9,71.37,6.32,0.87,0.17,Medium
Q4228,Physics,Create,Develop a theoretical model incorporating gravitational force.,7,65.11,8.04,0.64,0.35,Medium
Q4229,Biology,Create,Formulate a research question about osmosis in the context of disease.,11,24.94,15.99,0.44,0.51,Hard
Q4230,Biology,Evaluate,Critique the experimental design used to study mitosis.,8,21.15,15.37,0.32,0.69,Hard
Q4231,Biology,Remember,What is osmosis?,3,92.82,3.01,0.79,0.11,Easy
Q4232,Computer Science,Understand,Summarize the working of database normalization.,6,44.85,20.9,0.19,0.56,Medium
Q4233,Computer Science,Analyze,Differentiate between TCP/IP protocol and dynamic programming.,7,67.86,8.61,0.55,0.35,Medium
Q4234,Mathematics,Remember,Define graph theory in mathematics.,5,20.37,16.1,0.35,0.76,Medium
Q4235,Biology,Apply,Use the concept of photosynthesis to predict the outcome of the experiment.,12,60.98,13.61,0.73,0.44,Easy
Q4236,Mathematics,Create,Construct a proof for statistics.,5,53.08,17.62,0.74,0.48,Medium
Q4237,Mathematics,Analyze,Analyze the relationship between number theory and integration.,8,26.84,12.77,0.42,0.54,Medium
Q4238,Biology,Create,Develop a model to explain the mechanism of immune response.,10,86.08,5.01,0.8,0.28,Medium
Q4239,Physics,Create,Construct a simulation to demonstrate momentum.,6,55.71,17.19,0.6,0.46,Medium
Q4240,Biology,Analyze,Break down the molecular mechanisms of DNA replication.,8,85.91,8.35,0.92,0.33,Easy
Q4241,Computer Science,Create,Design a system using sorting algorithms to handle real-time data.,10,22.57,19.54,0.24,0.67,Hard
Q4242,Biology,Evaluate,Evaluate the significance of osmosis in evolution.,7,94.61,7.3,0.79,0.24,Medium
Q4243,Computer Science,Remember,What is machine learning in computer science?,7,73.17,5.49,0.83,0.25,Easy
Q4244,Mathematics,Remember,State the statistics theorem.,4,54.09,13.64,0.62,0.39,Easy
Q4245,Physics,Analyze,Break down the forces acting in a system involving quantum mechanics.,11,47.92,9.47,0.68,0.37,Medium
Q4246,Biology,Create,Develop a model to explain the mechanism of immune response.,10,89.3,5.9,0.91,0.12,Medium
Q4247,Physics,Understand,Summarize the principles governing electric circuits.,6,56.24,15.5,0.65,0.37,Easy
Q4248,Biology,Understand,Explain the process of mitosis in living organisms.,8,38.21,11.48,0.28,0.48,Medium
Q4249,Biology,Apply,Calculate the rate of protein synthesis given the experimental data.,10,47.37,14.6,0.47,0.36,Medium
Q4250,Computer Science,Analyze,Analyze the time complexity of operating system scheduling.,8,56.39,12.88,0.56,0.31,Medium
Q4251,Mathematics,Create,Formulate a new equation using the principles of statistics.,9,48.25,14.69,0.51,0.4,Hard
Q4252,Biology,Apply,Calculate the rate of photosynthesis given the experimental data.,9,45.08,15.69,0.63,0.31,Medium
Q4253,Computer Science,Analyze,Compare operating system scheduling and database normalization in terms of performance.,11,57.93,12.95,0.55,0.48,Medium
Q4254,Computer Science,Analyze,Compare encryption and recursion in terms of performance.,8,47.72,13.19,0.56,0.37,Medium
Q4255,Biology,Create,Design an experiment to test the effect of temperature on mitosis.,11,23.84,11.99,0.38,0.71,Hard
Q4256,Physics,Remember,List the factors affecting thermodynamics.,5,63.09,11.14,0.59,0.37,Easy
Q4257,Physics,Create,Develop a theoretical model incorporating thermodynamics.,6,94.03,3.49,0.91,0.24,Medium
Q4258,Physics,Analyze,Differentiate between wave motion and gravitational force.,7,54.57,8.64,0.7,0.49,Medium
Q4259,Mathematics,Understand,Interpret the graph representing trigonometry.,5,70.51,3.14,0.76,0.22,Easy
Q4260,Biology,Remember,What is osmosis?,3,28.78,17.64,0.43,0.53,Medium
Q4261,Mathematics,Evaluate,Justify why probability is preferred over number theory.,8,28.27,12.59,0.27,0.76,Hard
Q4262,Biology,Create,Construct a phylogenetic tree based on osmosis.,7,65.7,9.68,0.71,0.54,Medium
Q4263,Computer Science,Analyze,Break down the architecture of machine learning.,7,36.91,15.71,0.17,0.48,Hard
Q4264,Computer Science,Evaluate,Evaluate the trade-offs between dynamic programming and recursion.,8,66.48,8.26,0.55,0.45,Medium
Q4265,Physics,Create,Construct a simulation to demonstrate gravitational force.,7,65.23,15.99,0.63,0.44,Medium
Q4266,Computer Science,Create,Develop an algorithm based on TCP/IP protocol that improves efficiency.,10,75.06,4.95,0.98,0.34,Medium
Q4267,Mathematics,Apply,Apply calculus to determine the missing variable.,7,68.09,14.66,0.57,0.38,Easy
Q4268,Mathematics,Evaluate,Evaluate the efficiency of graph theory in solving complex problems.,10,72.22,9.36,0.94,0.33,Medium
Q4269,Biology,Understand,Summarize the role of osmosis in cell function.,8,31.92,16.95,0.2,0.74,Medium
Q4270,Mathematics,Evaluate,Evaluate the efficiency of matrices in solving complex problems.,9,55.06,12.59,0.56,0.3,Medium
Q4271,Physics,Understand,Summarize the principles governing gravitational force.,6,70.04,3.57,0.99,0.2,Easy
Q4272,Biology,Create,Formulate a research question about cellular respiration in the context of disease.,12,54.25,16.44,0.7,0.51,Medium
Q4273,Computer Science,Create,Construct a database schema using principles of sorting algorithms.,9,86.07,6.36,0.82,0.29,Medium
Q4274,Physics,Evaluate,Judge the accuracy of the experiment measuring wave motion.,9,88.81,8.09,0.81,0.11,Medium
Q4275,Mathematics,Apply,Use statistics to find the area of the given figure.,10,35.91,20.37,0.39,0.74,Medium
Q4276,Computer Science,Remember,What does encryption stand for?,5,64.4,16.74,0.5,0.45,Easy
Q4277,Biology,Understand,Explain the process of genetic mutation in living organisms.,9,46.56,13.76,0.64,0.33,Easy
Q4278,Mathematics,Analyze,Compare and contrast matrices with calculus.,6,54.93,8.55,0.58,0.52,Medium
Q4279,Physics,Remember,List the factors affecting optics.,5,86.42,7.02,0.96,0.22,Easy
Q4280,Physics,Analyze,Break down the forces acting in a system involving electric circuits.,11,59.19,14.22,0.65,0.44,Medium
Q4281,Mathematics,Understand,Interpret the graph representing graph theory.,6,91.57,6.58,0.75,0.27,Easy
Q4282,Physics,Create,Develop a theoretical model incorporating nuclear fission.,7,66.24,13.39,0.72,0.34,Medium
Q4283,Biology,Evaluate,Assess the impact of mutations on natural selection.,8,33.45,15.17,0.16,0.8,Hard
Q4284,Mathematics,Evaluate,Assess the limitations of calculus in real-world applications.,8,21.62,13.89,0.27,0.57,Hard
Q4285,Computer Science,Understand,Illustrate the concept of TCP/IP protocol using a diagram.,9,66.45,15.27,0.48,0.51,Easy
Q4286,Mathematics,Apply,Apply trigonometry to determine the missing variable.,7,73.98,6.74,0.98,0.29,Easy
Q4287,Computer Science,Analyze,Compare binary trees and database normalization in terms of performance.,10,89.8,3.39,0.82,0.26,Easy
Q4288,Biology,Create,Design an experiment to test the effect of temperature on cellular respiration.,12,94.58,3.6,0.8,0.32,Medium
Q4289,Mathematics,Create,Design a mathematical model using trigonometry to represent a real-world problem.,11,90.18,8.62,0.76,0.33,Medium
Q4290,Physics,Apply,Calculate the electric circuits of an object with mass 5kg and velocity 10m/s.,13,46.5,11.47,0.69,0.32,Medium
Q4291,Physics,Understand,Explain electric circuits using everyday examples.,6,59.12,8.93,0.71,0.46,Easy
Q4292,Biology,Evaluate,Evaluate the significance of osmosis in evolution.,7,45.53,13.01,0.75,0.54,Medium
Q4293,Mathematics,Apply,"Solve the following problem using linear algebra: if x = 5, find y.",13,47.02,16.96,0.58,0.48,Medium
Q4294,Biology,Create,Formulate a research question about photosynthesis in the context of disease.,11,85.23,4.14,0.75,0.32,Medium
Q4295,Mathematics,Apply,"Solve the following problem using trigonometry: if x = 5, find y.",12,38.6,14.14,0.15,0.8,Medium
Q4296,Biology,Create,Design an experiment to test the effect of temperature on photosynthesis.,11,69.37,11.22,0.6,0.37,Medium
Q4297,Mathematics,Understand,Summarize the key principles of number theory.,7,71.61,8.5,0.96,0.12,Easy
Q4298,Biology,Understand,Summarize the role of mitosis in cell function.,8,37.16,17.33,0.32,0.61,Medium
Q4299,Physics,Evaluate,Evaluate the impact of electromagnetism on energy conservation.,8,24.53,14.35,0.31,0.46,Hard
Q4300,Computer Science,Understand,Illustrate the concept of TCP/IP protocol using a diagram.,9,85.57,3.94,0.78,0.33,Easy
Q4301,Physics,Evaluate,Judge the accuracy of the experiment measuring gravitational force.,9,61.97,12.23,0.5,0.45,Medium
Q4302,Computer Science,Create,Design a system using binary trees to handle real-time data.,10,83.46,4.27,0.81,0.26,Medium
Q4303,Physics,Analyze,Analyze how optics changes under different conditions.,7,51.91,9.0,0.74,0.52,Medium
Q4304,Physics,Apply,Apply the formula for electric circuits to solve the given problem.,11,26.21,20.87,0.17,0.58,Medium
Q4305,Computer Science,Remember,Define the term machine learning.,5,67.43,16.16,0.49,0.55,Easy
Q4306,Computer Science,Apply,Demonstrate the use of recursion in the given scenario.,9,47.4,10.05,0.55,0.49,Medium
Q4307,Computer Science,Evaluate,Justify the use of recursion in large-scale systems.,8,74.93,4.56,0.75,0.21,Medium
Q4308,Mathematics,Apply,Calculate the value of graph theory given the following data.,10,24.27,20.71,0.11,0.75,Medium
Q4309,Computer Science,Apply,Demonstrate the use of sorting algorithms in the given scenario.,10,33.04,18.98,0.3,0.75,Medium
Q4310,Computer Science,Create,Design a system using recursion to handle real-time data.,9,66.72,17.52,0.67,0.4,Medium
Q4311,Computer Science,Create,Create a flowchart illustrating the process of TCP/IP protocol.,9,73.59,4.42,0.92,0.12,Medium
Q4312,Mathematics,Remember,Define trigonometry in mathematics.,4,74.95,3.95,0.98,0.29,Easy
Q4313,Physics,Analyze,Differentiate between optics and relativity.,5,53.44,11.8,0.66,0.43,Medium
Q4314,Mathematics,Understand,Summarize the key principles of statistics.,6,44.69,17.05,0.27,0.63,Medium
Q4315,Computer Science,Evaluate,Assess the security implications of using operating system scheduling.,9,33.77,21.96,0.38,0.7,Hard
Q4316,Physics,Analyze,Differentiate between quantum mechanics and gravitational force.,7,54.09,9.95,0.64,0.5,Medium
Q4317,Physics,Remember,Define quantum mechanics in the context of physics.,8,78.19,5.68,0.98,0.14,Easy
Q4318,Physics,Create,Develop a theoretical model incorporating relativity.,6,94.56,7.12,0.91,0.2,Medium
Q4319,Biology,Remember,Define immune response in biological terms.,6,67.06,11.76,0.72,0.41,Easy
Q4320,Physics,Remember,Define thermodynamics in the context of physics.,7,79.61,8.94,0.8,0.28,Easy
Q4321,Computer Science,Evaluate,Justify the use of TCP/IP protocol in large-scale systems.,9,63.27,8.15,0.66,0.42,Medium
Q4322,Mathematics,Understand,Interpret the graph representing probability.,5,49.77,8.12,0.56,0.38,Easy
Q4323,Mathematics,Create,Design a mathematical model using graph theory to represent a real-world problem.,12,60.34,8.73,0.51,0.34,Medium
Q4324,Biology,Remember,Define natural selection in biological terms.,6,47.29,16.96,0.59,0.37,Easy
Q4325,Mathematics,Understand,Summarize the key principles of trigonometry.,6,30.35,10.35,0.33,0.79,Medium
Q4326,Computer Science,Analyze,Differentiate between TCP/IP protocol and database normalization.,7,72.82,4.39,0.85,0.3,Easy
Q4327,Computer Science,Evaluate,Evaluate the trade-offs between dynamic programming and neural networks.,9,25.59,21.31,0.35,0.48,Hard
Q4328,Physics,Create,Formulate a hypothesis about relativity based on the data.,9,89.28,9.88,0.89,0.22,Medium
Q4329,Computer Science,Remember,What does dynamic programming stand for?,6,58.9,17.61,0.47,0.43,Easy
Q4330,Computer Science,Evaluate,Critique the design of recursion in the given system.,9,93.84,9.24,0.78,0.14,Medium
Q4331,Physics,Analyze,Analyze how nuclear fission changes under different conditions.,8,71.43,7.8,0.78,0.12,Medium
Q4332,Physics,Understand,Explain thermodynamics using everyday examples.,5,41.72,15.93,0.21,0.64,Medium
Q4333,Physics,Evaluate,Judge the accuracy of the experiment measuring electromagnetism.,8,20.6,12.62,0.4,0.49,Hard
Q4334,Computer Science,Analyze,Analyze the time complexity of sorting algorithms.,7,92.2,3.72,0.89,0.16,Easy
Q4335,Biology,Evaluate,Assess the impact of mutations on DNA replication.,8,49.52,11.24,0.52,0.52,Medium
Q4336,Mathematics,Remember,What is the formula for number theory?,7,81.22,3.22,0.76,0.24,Easy
Q4337,Mathematics,Remember,Define differential equations in mathematics.,5,38.89,14.66,0.24,0.75,Medium
Q4338,Biology,Analyze,Analyze the relationship between osmosis and cellular respiration.,8,82.27,3.25,0.93,0.19,Easy
Q4339,Physics,Understand,Interpret the graph showing electromagnetism over time.,7,75.17,3.19,0.98,0.28,Easy
Q4340,Mathematics,Remember,What is the formula for matrices?,6,65.84,10.72,0.73,0.42,Easy
Q4341,Physics,Remember,Define quantum mechanics in the context of physics.,8,86.44,3.21,0.84,0.15,Easy
Q4342,Biology,Apply,Demonstrate how natural selection affects the survival of the organism.,10,91.06,5.37,0.9,0.2,Easy
Q4343,Mathematics,Understand,Summarize the key principles of statistics.,6,25.63,21.76,0.43,0.58,Medium
Q4344,Mathematics,Evaluate,Evaluate the efficiency of differential equations in solving complex problems.,10,57.61,15.03,0.46,0.44,Medium
Q4345,Biology,Analyze,Differentiate between osmosis and cellular respiration.,6,47.31,11.1,0.61,0.46,Medium
Q4346,Mathematics,Remember,State the graph theory theorem.,5,76.39,7.43,0.99,0.32,Easy
Q4347,Biology,Create,Design an experiment to test the effect of temperature on DNA replication.,12,74.03,3.68,0.78,0.26,Medium
Q4348,Computer Science,Remember,What is database normalization in computer science?,7,94.44,3.74,0.88,0.33,Easy
Q4349,Mathematics,Analyze,Analyze the relationship between differential equations and graph theory.,9,20.81,21.63,0.14,0.79,Hard
Q4350,Biology,Create,Develop a model to explain the mechanism of protein synthesis.,10,45.52,12.01,0.72,0.46,Medium
Q4351,Computer Science,Create,Create a flowchart illustrating the process of machine learning.,9,55.78,12.25,0.71,0.52,Medium
